,id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,min,oreb,pf,pts,reb,stl,turnover,game.id,game.date,game.home_team_id,game.home_team_score,game.period,game.postseason,game.season,game.status,game.time,game.visitor_team_id,game.visitor_team_score,player.id,player.first_name,player.height_feet,player.height_inches,player.last_name,player.position,player.team_id,player.weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name,was home team,home team won,was away team,away team won,won game
149,1600447,14,1,5,33.3,3,1,45.0,20,9,66.7,6,4,35:37,1,2,23,6,1,5,62803,2019-11-22T00:00:00.000Z,21,127,4,False,2019,Final,     ,14,130,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
150,1691569,13,0,3,75.0,8,6,60.0,20,12,100.0,2,2,27:51,1,4,32,4,1,5,62925,2019-12-08T00:00:00.000Z,14,142,4,False,2019,Final,     ,18,125,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
151,1722878,7,3,12,40.0,10,4,57.1,21,12,57.1,7,4,36:56,1,1,32,13,1,4,62973,2019-12-15T00:00:00.000Z,1,96,4,False,2019,Final,     ,14,101,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
152,2232421,8,0,8,14.3,7,1,57.1,21,12,80.0,15,12,36:30,0,4,37,8,3,4,63522,2020-03-06T00:00:00.000Z,14,113,4,False,2019,Final,     ,17,103,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
153,2252014,9,0,11,44.4,9,4,54.5,22,12,20.0,5,1,34:52,1,1,29,12,1,3,63551,2020-03-10T00:00:00.000Z,14,102,4,False,2019,Final,     ,3,104,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,False,False,True,False
154,1739595,11,0,12,42.9,7,3,42.1,19,8,100.0,2,2,36:44,0,5,21,12,0,4,63000,2019-12-19T00:00:00.000Z,17,111,4,False,2019,Final,     ,14,104,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,True,True,False,False
155,1894424,13,0,4,0.0,2,0,41.7,12,5,100.0,5,5,29:11,3,1,15,7,0,4,63231,2020-01-20T00:00:00.000Z,2,139,4,False,2019,Final,     ,14,107,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,True,True,False,False
156,1916711,8,0,7,16.7,6,1,50.0,18,9,76.9,13,10,35:21,0,3,29,7,1,8,63267,2020-01-25T00:00:00.000Z,23,108,4,False,2019,Final,     ,14,91,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,True,True,False,False
157,1799246,12,1,11,25.0,4,1,52.4,21,11,66.7,12,8,38:03,2,0,31,13,2,5,63090,2020-01-01T00:00:00.000Z,14,117,4,False,2019,Final,     ,24,107,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
158,1809143,15,0,8,33.3,3,1,41.2,17,7,40.0,5,2,37:13,0,1,17,8,2,2,63103,2020-01-03T00:00:00.000Z,14,123,4,False,2019,Final,     ,19,113,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
159,2110898,9,0,6,66.7,9,6,60.0,20,12,66.7,9,6,34:11,1,1,36,7,1,2,63337,2020-02-04T00:00:00.000Z,14,129,4,False,2019,Final,     ,27,102,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
160,1905148,10,1,10,50.0,6,3,57.9,19,11,100.0,2,2,33:36,2,0,27,12,1,5,63250,2020-01-23T00:00:00.000Z,3,113,4,False,2019,Final,     ,14,128,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
161,2127798,11,0,8,37.5,8,3,41.2,17,7,83.3,6,5,33:33,0,2,22,8,1,7,63366,2020-02-08T00:00:00.000Z,10,120,4,False,2019,Final,     ,14,125,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
162,1904897,5,0,6,40.0,5,2,56.2,16,9,33.3,3,1,36:02,0,0,21,6,5,4,63242,2020-01-22T00:00:00.000Z,20,92,4,False,2019,Final,     ,14,100,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
163,1832056,5,1,5,50.0,12,6,47.4,19,9,100.0,7,7,31:26,0,2,31,5,2,4,63136,2020-01-07T00:00:00.000Z,14,117,4,False,2019,Final,     ,20,87,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
164,1861001,8,0,2,33.3,3,1,75.0,16,12,85.7,7,6,32:42,0,2,31,2,1,3,63180,2020-01-13T00:00:00.000Z,14,128,4,False,2019,Final,     ,6,99,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
165,2141711,9,0,8,50.0,6,3,37.5,16,6,50.0,4,2,30:05,0,2,17,8,1,8,63384,2020-02-10T00:00:00.000Z,14,125,4,False,2019,Final,     ,24,100,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
166,1882865,12,0,5,28.6,7,2,52.0,25,13,60.0,5,3,35:23,0,3,31,5,2,6,63216,2020-01-18T00:00:00.000Z,11,115,4,False,2019,Final,     ,14,124,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
167,2118586,15,0,7,12.5,8,1,42.1,19,8,100.0,1,1,36:38,2,0,18,9,2,6,63351,2020-02-06T00:00:00.000Z,14,111,4,False,2019,Final,     ,11,121,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,False,False,True,False
168,2151146,14,0,11,14.3,7,1,51.7,29,15,25.0,4,1,41:30,1,3,32,12,0,3,63400,2020-02-12T00:00:00.000Z,8,116,5,False,2019,Final,     ,14,120,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
169,2209587,13,0,12,60.0,5,3,66.7,21,14,100.0,3,3,36:22,0,2,34,12,2,6,63483,2020-03-01T00:00:00.000Z,19,114,4,False,2019,Final,     ,14,122,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
170,1510748,13,1,10,0.0,6,0,34.8,23,8,50.0,10,5,37:18,1,2,21,11,2,5,62671,2019-11-03T00:00:00.000Z,27,96,4,False,2019,Final,     ,14,103,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
171,1558496,12,1,4,20.0,5,1,52.4,21,11,0.0,1,0,26:29,2,1,23,6,1,4,62742,2019-11-13T00:00:00.000Z,14,120,4,False,2019,Final,     ,10,94,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
172,1729892,9,0,8,0.0,6,0,40.0,20,8,50.0,8,4,34:54,1,2,20,9,0,5,62985,2019-12-17T00:00:00.000Z,12,105,4,False,2019,Final,     ,14,102,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,True,True,False,False
173,1462694,10,0,5,25.0,4,1,54.5,22,12,87.5,8,7,30:34,2,0,32,7,1,1,62608,2019-10-25T00:00:00.000Z,14,95,4,False,2019,Final,     ,29,86,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
174,1535362,6,0,3,57.1,7,4,52.6,19,10,50.0,2,1,36:03,1,2,25,4,0,3,62709,2019-11-08T00:00:00.000Z,14,95,4,False,2019,Final,     ,16,80,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
175,1628375,11,1,3,33.3,6,2,55.6,18,10,63.6,11,7,37:35,2,2,29,5,2,5,62847,2019-11-27T00:00:00.000Z,19,110,4,False,2019,Final,     ,14,114,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
176,1641331,11,1,3,50.0,8,4,56.2,16,9,50.0,2,1,24:36,0,1,23,3,2,6,62862,2019-11-29T00:00:00.000Z,14,125,4,False,2019,Final,     ,30,103,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,True,False,False,True
177,1788384,16,1,6,25.0,4,1,46.7,15,7,75.0,8,6,36:43,1,2,21,7,2,1,63067,2019-12-28T00:00:00.000Z,25,120,4,False,2019,Final,     ,14,128,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,False,False,True,True,True
178,1869799,19,0,3,22.2,9,2,36.8,19,7,60.0,5,3,36:15,0,1,19,3,1,5,63196,2020-01-15T00:00:00.000Z,14,118,4,False,2019,Final,     ,22,119,237,LeBron,6,8,James,F,14,250,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,True,False,False,True,False
